,id,statcode,statnaam,jrstatcode,rubriek,geometry,Id,Measure,ValueAttribute,bevolkingsdichtheid,WijkenEnBuurten
41,cbs_gemeente_2017_gegeneraliseerd.227645,GM0114,Emmen,2017GM0114,gemeente,"MULTIPOLYGON (((254562.5492 520301.7474, 254792.759 519040.782, 254995.771 519069.347, 255515.271 519452.48, 256013.83 519161.28, 257177.714 519277.056, 257573.81 518976.2, 258358.67 518757.62, 258513.9347 518173.3259, 258698.69 518026.17, 259324.9 518077.27, 260012.67 517836.03, 260445.44 518004.22, 261022.19 517980.8, 261399.62 518294, 262008.01 518315.07, 262529.11 518820.98, 262898.03 518706.29, 263081.5 518547.55, 263641.23 518301.16, 264285.13 518378.55, 264464.58 518266.58, 264613.03 518007.77, 265016.31 517822.55, 266122.94 517609.82, 266585.19 517641.82, 266867.31 517411.39, 267018.34 517426.2, 267924.9096 518637.1329, 267871.197 519034.839, 267916.4821 519961.014, 268033.4821 522334.753, 268289.6251 527517.432, 268474.2751 533880.052, 268563.24 537232.45, 269918.65 540356.08, 268546.079 540359.222, 268494.3949 540443.0928, 268516.179 541104.015, 268784.777 541503.889, 268776.0361 541646.5441, 268303.53 541394.35, 268076.67 541809.57, 267967.42 541740.47, 267860.95 541787.59, 267166.198 542835.389, 267071.373 542859.245, 266829.3883 543212.8151, 266717.741 543356.689, 266527.51 543297.23, 266296.5871 544125.8123, 264834.744 544110.032, 264580.41 544105.58, 264469.6573 544103.7564, 264326.0375 544101.3905, 264097.537 544097.481, 261373.909 543023.76, 261223.474 543128.289, 261010.094 543057.505, 260761.726 542793.579, 260397.272 542028.429, 260423.359 541606.145, 260272.848 541326.882, 257865.0961 539887.8406, 257675.9489 539771.2162, 255853.626 538450.498, 254942.8704 537950.8487, 254630.477 537527.887, 254221.205 537298.484, 254025.534 537075.199, 253627.139 536262.835, 253375.0492 535578.9367, 252507.0213 533506.8178, 252426.82 533032.33, 252650.466 532561.976, 252440.606 532182.889, 252458.2092 532024.2792, 252662.375 531692.246, 252980.781 531508.904, 253037.049 531378.4, 252920.586 531081.842, 252975.072 530323.889, 252660.665 529862.388, 252613.6739 529499.6257, 252472.254 529295.418, 252767.1171 528840.7491, 252944.3771 528432.2968, 252209.9363 528025.6246, 252358.8489 527519.3609, 252460.603 527484.992, 252666.173 526769.253, 253259.884 524561.494, 253796.666 524550.39, 253894.68 524241.07, 254006.8097 523521.186, 254046.133 523272.242, 254078.6284 523062.7585, 254245.0029 521992.0043, 254347.3379 521479.0389, 254562.5492 520301.7474)))",439193,M000100,None,321.0,GM0114
42,cbs_gemeente_2017_gegeneraliseerd.227646,GM0118,Hoogeveen,2017GM0118,gemeente,"MULTIPOLYGON (((224412.1251 526281.3142, 224404.088 526035.026, 224318.402 525905.202, 224103.441 525697.164, 223923.7626 525645.7568, 223818.449 525506.093, 223765.585 525120.103, 223694.285 524771.618, 223774.1331 524625.4505, 223951.01 524850.67, 224795.6398 524297.6253, 225226.34 524648.84, 225860.02 524813.3737, 226905.759 524927.214, 226823 524736.05, 226929.658 524084.456, 226762.97 523472.13, 227697.79 523625.44, 227751.4037 523417.9726, 228318.605 523517.907, 229282.777 523477.191, 229230.559 522431.485, 229769.408 522366.618, 229758.79 521530.003, 230246.053 521489.843, 230234.763 521260.415, 230428.6097 521249.7257, 232331.344 521169.555, 232314.2798 520294.8656, 232285.477 519169.476, 233491.0053 520243.1418, 233851.61 520428.424, 235753.945 520891.056, 237286.9538 521263.0035, 237905.41 521412.8954, 238009.613 521438.145, 239027.427 520970.177, 239175.956 521438.438, 239190.9341 521971.406, 239184.5159 522227.5313, 239191.937 522884.88, 239050.7117 523299.7232, 238935.015 523943.125, 238977.844 525758.7568, 237441.0935 525736.8845, 236669.8989 525774.7729, 236703.746 526924.097, 235341.0744 526982.3024, 235365.2431 527126.2566, 236065.67 528265.701, 235274.5628 528711.4214, 234929.3364 528814.919, 234029.6206 529307.4246, 234336.7159 530574.9678, 234580.3116 531567.4954, 232640.15 531498.082, 232489.732 531815.109, 230976.6542 531123.1286, 230628.573 531881.748, 230467.461 531781.175, 230327.861 531919.4321, 229480.5475 532077.4989, 229808.895 533800.439, 229507.293 534553.034, 228604.6914 534842.5296, 227043.02 535343.223, 226670.262 534470.424, 226491.698 533702.766, 226469.8093 533218.6248, 226457.385 532793.978, 226458.646 532626.673, 226244.2095 532430.0114, 226086.269 532252.7488, 225480.816 531766.548, 224294.89 531464.19, 224043.5988 531330.1498, 224456.78 530289.29, 224664.849 530342.712, 225154.852 529847.563, 224770.875 529486.415, 224906.6937 529144.7071, 224959.464 528907.412, 224437.1504 528658.8182, 224848.582 527624.781, 223875.614 527268.283, 224412.1251 526281.3142)))",713177,M000100,None,434.0,GM0118
43,cbs_gemeente_2017_gegeneraliseerd.227647,GM0119,Meppel,2017GM0119,gemeente,"MULTIPOLYGON (((214955.731 524677.284, 213525.286 524559.361, 213245.186 524882.022, 212809.3055 524721.2964, 212471.242 524600, 212131.575 524690.441, 211624.81 524308.68, 211080.302 524294.333, 211053.856 525010.3192, 211042.368 525356.5767, 211021.441 525999.753, 211111.019 526326.468, 212183.671 528394.928, 212012.606 528595.204, 211134.186 529318.581, 210029.5656 527192.3552, 209577.4812 528328.5449, 209489.5016 528553.6294, 209015.4563 529790.1146, 208925.3928 530023.5591, 208343.99 531513.175, 208212.395 531688.7471, 208021.959 532038.456, 207794.7196 531513.7517, 207733.523 531371.992, 207424.82 531296.98, 206940.808 530874.398, 205819.235 530495.268, 205309.646 530408.766, 204916.624 530211.89, 204580.865 529905.224, 204503.7705 529459.0532, 204967.8189 528357.2005, 205109.102 528109.87, 205363.6152 527404.0122, 205858.0977 526151.7397, 206046.032 525704.5516, 206134.8763 525474.6736, 206587.732 524387.628, 206822.7394 523602.174, 207010.381 523022.1659, 207178.092 523026.601, 207423.0387 522907.5893, 207806.223 522586.187, 207906.9317 522362.8743, 207862.0565 522297.3747, 207464.317 521684.015, 207949.4619 521452.6897, 208833.135 521142.654, 208756.557 521327.475, 208902.278 521382.065, 208649.4326 521866.7074, 208997.039 521969.62, 209146.437 521652.497, 209389.054 521622.4849, 209433.912 521301.005, 209580.756 521325.245, 209588.831 521550.995, 209727.4938 521798.2935, 210074.7017 522220.0027, 210799.426 522270.429, 210927.822 522428.197, 211097.873 522425.416, 211292.405 522356.835, 211275.738 522185.945, 211499.8104 522020.65, 212143.099 521891.819, 212185.021 521640.962, 212531.718 521445.261, 212930.09 521594.518, 213240.955 521258.006, 213238.783 520847.372, 213489.823 520626.417, 213910.543 520617.41, 214073.25 520692.882, 214347.554 520562.851, 214412.516 520419.889, 214473.076 520755.371, 214644.684 521044.562, 214878.091 521005.401, 214890.316 521071.927, 214690.033 521995.134, 215044.813 522147.971, 215611.6309 522048.6801, 215630.7891 522238.7727, 215466.431 522282.129, 215056.664 522626.188, 215083.472 522898.817, 215699.022 522849.91, 215796.7168 523900.5696, 215088.882 523485.906, 215101.591 523761.475, 215325.112 523950.309, 215145.026 524270.429, 214929.09 524354.016, 214955.731 524677.284)))",918787,M000100,None,594.0,GM0119
44,cbs_gemeente_2017_gegeneraliseerd.227648,GM0140,Littenseradiel,2017GM0140,gemeente,"MULTIPOLYGON (((179684.6116 570594.6709, 179593.3479 570945.4579, 179689.8708 571583.2536, 180230.945 572982.581, 180179.357 573647.402, 180269.136 574157.5225, 180296.1857 574256.3991, 180309.3067 575007.8442, 180173.725 575887.16, 180289.252 576470.5989, 178675.731 576200.747, 178640.6 576314.89, 178442.622 576263.259, 178189.553 576040.848, 177805.459 575953.13, 177810.985 575742.413, 177574.9645 575537.8192, 177505.914 575973.04, 177148.239 576006.243, 176807.8477 576539.7826, 176429.56 576458.964, 176301.493 576348.106, 175858.431 576384.622, 175773.229 576471.56, 175738.905 576817.285, 175427.156 577070.284, 175059.725 577080.877, 174964.6141 577284.399, 174535.361 576978.795, 174399.3219 576675.8545, 174217.03 576831.135, 174098.312 576553.386, 173855.715 576342.01, 173782.545 576367.608, 173788.08 576510.507, 173644.995 576568.413, 173379.253 576202.64, 173392.526 576065.136, 172773.2446 575547.2219, 172460.635 575775.1834, 171882.223 576100.315, 171660.357 575881.755, 171513.926 575975.813, 171442.835 575729.713, 171066.809 575858.163, 170798.1013 575764.7671, 170468.287 576253.121, 170445.083 576358.678, 170574.731 576484.786, 169708.84 577000.04, 169820.5 577237.34, 169539.527 577488.32, 169305.7254 577359.5855, 168506.965 576757.132, 168435.99 576550.08, 168460.279 576155.212, 167882.681 575671.2735, 167851.445 575357.9648, 167840.41 575102.99, 168403.92 574972.99, 168608.83 574677, 168708.892 573779.925, 169156.779 573855.436, 169174.901 573693.685, 169341.752 573616.107, 169551.7068 573089.801, 169420.002 572894.565, 169368.002 572974.535, 169101.853 572937.825, 169014.803 572705.65, 168348.375 572445.544, 168473.424 572037.81, 168673.981 571743.704, 168557.825 571599.5314, 168300.339 571600.61, 168020.862 571906.167, 167589.325 571965.327, 167497.168 571617.375, 167408.02 571534.555, 166920.673 571444.889, 166740.011 571511.358, 166559.786 572001.129, 166255.264 571996.15, 166208.073 571867.048, 165920.195 571998.693, 165723.369 572278.383, 165618.614 571775.595, 165719.219 571564.459, 165841.869 571524.241, 165941.168 571619.475, 166141.447 571447.752, 165821.474 571184.64, 165459.792 571219.522, 165408.595 570870.975, 165112.088 570563.821, 165139.9177 570092.3977, 165004.594 569902.299, 164773.538 570011.362, 164836.9 570085.03, 164733.928 570114.187, 164426.622 569791.739, 164371.618 569649.944, 164483.401 569522.926, 164271.605 569012.556, 164358.3897 568777.7451, 164371.231 568632.625, 164585.337 568335.348, 165174.58 568363.768, 165541.1048 568221.7267, 166339.843 568305.447, 166543.141 568121.628, 166525.187 567136.839, 166997.4723 566395.6784, 167539.788 566607.414, 168457.8308 566404.9529, 168684.805 565913.919, 168733.625 565600.704, 168495.763 565484.424, 168565.516 565159.419, 168721.018 564863.625, 168861.88 564866.02, 169192.4484 564647.2138, 169394.2222 564685.1937, 169406.97 564811.76, 170006.015 564976.076, 170001.3845 565237.5907, 170867.984 565397.551, 171054.608 564980.689, 171606.514 565024.116, 171688.842 564680.596, 171902.1303 564473.166, 172600.416 564759.035, 172731.506 564537.518, 172975.903 564452.894, 173141.6033 564719.7746, 173505.85 565187.441, 174410.1548 565607.6107, 174670.805 564974.505, 176050.404 565891.216, 176114.4863 565818.7358, 176559.695 567016.048, 176831.008 567352.169, 177346.517 567759.811, 177537.456 568051.229, 178112.9896 568547.3747, 179727.1233 569958.6976, 179684.6116 570594.6709)))",863629,M000100,None,82.0,GM0140
45,cbs_gemeente_2017_gegeneraliseerd.227700,GM0279,Scherpenzeel,2017GM0279,gemeente,"MULTIPOLYGON (((159938.2929 454663.8925, 160362.915 454464.483, 160471.163 454152.865, 161638.031 453487.302, 162095.766 453685.775, 162468.123 453716.071, 162729.685 453684.09, 163026.607 453902.818, 163070.3311 454196.6542, 163188.1063 454289.9328, 163363.637 454306.296, 163430.579 454535.553, 164063.125 454556.384, 164285.608 454371.578, 164575.727 454721.236, 164866.425 454899.778, 164877.292 455084.458, 164562.968 455202.386, 164845.161 455733.609, 165275.222 455610.368, 165345.969 456059.745, 165248.561 456255.938, 165406.57 456633.296, 164977.267 456869.776, 164889.492 457123.615, 164452.718 456954.15, 164301.558 457341.698, 164050.583 456923.455, 163789.642 457061.94, 163577.55 457562.621, 163421.1 457742.04, 163215.16 457756, 162542.66 458083.06, 162306.286 458101.599, 161652.992 457478.864, 161683.567 456490.48, 161776.056 456160.426, 160828.415 455673.817, 160560.6279 455311.2199, 160078.9299 454933.3531, 159972.809 454843.932, 159938.2929 454663.8925)))",1152765,M000100,None,704.0,GM0279
46,cbs_gemeente_2017_gegeneraliseerd.227649,GM0141,Almelo,2017GM0141,gemeente,"MULTIPOLYGON (((238654.7619 486815.3775, 238576.9843 486082.2588, 238419.2834 486009.9506, 238308.383 485834.036, 238194.741 485279.359, 237960.205 484808.285, 237488.237 484576.201, 237587.6991 484252.5946, 238035.8655 483650.1617, 238354.4115 483361.9648, 238785.408 483076.235, 238972.352 482736.66, 238551.136 482029.491, 238566.812 481894.594, 238260.35 481584.579, 238026.512 481171.617, 238328.997 481197.045, 238407.644 481301.392, 238573.6414 481218.8856, 238841.691 480829.166, 238467.72 480656.134, 238250.237 480654.126, 238991.517 480514.673, 239888.836 480040.844, 239521.44 478720.729, 241645.766 479297.386, 242235.9682 479689.1141, 243416.587 480595.127, 243910.281 480847.282, 243808.403 480978.724, 244037.334 481567.605, 244906.6335 481937.3884, 244813.184 482135.063, 244972.348 482273.551, 244152.6668 482897.5243, 244277.292 483237.251, 244939.6053 483519.3603, 245193.057 483439.071, 245483.5 483941.5, 245895.813 484415.317, 245906.435 484530.0216, 245389.31 484644.029, 245121.16 484769.137, 245182.861 484864.7433, 245840.349 485772.182, 245762.758 486767.886, 245660.971 486853.248, 245503.268 487272.8763, 245458.5349 487419.0542, 245262.537 488306.876, 244847.1356 488540.4028, 244569.5576 489113.2994, 244223.452 490059.519, 244264.2969 490351.5938, 243754.021 490238.665, 243353.2096 490265.2427, 243301.421 490021.631, 242710.245 490579.591, 242447.2858 489776.9204, 242142.249 489887.835, 241927.108 489840.608, 241063.217 490848.828, 240788.086 490480.961, 240472.242 490718.397, 240234.758 490761.583, 239987.39 490448.098, 238580.4876 489447.0767, 238502.934 489419.803, 238203.624 489776.886, 237490.502 489112.023, 238173.576 487306.188, 238345.7834 487158.0022, 238516.567 487064.532, 238654.7619 486815.3775)))",29543,M000100,None,1077.0,GM0141
47,cbs_gemeente_2017_gegeneraliseerd.227650,GM0147,Borne,2017GM0147,gemeente,"MULTIPOLYGON (((248503.9 483566.24, 248145.061 483334.185, 247939.405 483289.017, 247724.2579 483598.2285, 247438.66 484002.772, 246816.431 484346.339, 245906.435 484530.0216, 245895.813 484415.317, 245483.5 483941.5, 245193.057 483439.071, 244939.6053 483519.3603, 244277.292 483237.251, 244152.6668 482897.5243, 244972.348 482273.551, 244813.184 482135.063, 244906.6335 481937.3884, 244037.334 481567.605, 243808.403 480978.724, 243910.281 480847.282, 244567.963 480835.515, 245298.67 480393.34, 246169.32 479516.76, 246453.28 479084.065, 246889.052 478756.775, 247505.16 478100.164, 247816.9078 478253.1522, 248617.4687 478668.0098, 248888.861 478722.548, 249113.087 478954.664, 249138.275 479091.767, 249163.7381 479153.7879, 249570.426 479172.725, 249853.1878 479477.8855, 250049.26 479690.53, 250339.59 480005.32, 250849.2694 480095.1459, 250528.86 480590.683, 250950.082 480714.71, 251177.02 480795.26, 251438.473 481017.412, 251468.1475 481388.9821, 251474.891 481567.335, 251463.673 481675.764, 250547.808 481921.602, 250364.72 482062.562, 249898.969 482012.296, 249532.364 482134.072, 248796.3 483063.4, 248717.97 483425.73, 248503.9 483566.24)))",252823,M000100,None,877.0,GM0147
48,cbs_gemeente_2017_gegeneraliseerd.227651,GM0148,Dalfsen,2017GM0148,gemeente,"MULTIPOLYGON (((219607.293 493748.663, 220052.094 493484.191, 220447.449 493440.284, 220511.448 493622.906, 220863.219 493568.555, 220907.308 493919.655, 221729.862 493780.206, 222551.334 493796.692, 222560.096 494021.26, 222785.646 495081.56, 222584.152 495173.448, 222234.576 496016.013, 222029.772 495910.299, 221957.637 496065.587, 221902.279 496246.942, 221975.914 496354.008, 222378.22 496978.893, 219938.965 497000.464, 219968.9294 498330.904, 219998.617 499651.0163, 219969.686 499890.385, 219322.607 502563.714, 219395.718 502607.563, 219374.282 502930.857, 219169.439 503281.736, 219245.726 503519.926, 219124.033 503778.844, 219089.887 504241.373, 219555.229 504212.627, 219915.85 504015.384, 220090.779 504084.887, 220433.655 504439.746, 220564.838 504352.52, 221120.395 504508.513, 220406.9423 506557.7767, 219307.0126 509621.9319, 219170.413 510005.152, 218606.8514 511599.9648, 218438.504 512072.956, 218342.3708 512333.2482, 218176.11 512808.916, 217053.195 512568.672, 216123.126 512373.306, 215972.8465 512339.8835, 215920.51 512451.038, 215719.419 512394.239, 215681.622 512282.238, 215580.4865 512256.9131, 215167.802 512166.89, 215141.156 512269.796, 214833.857 512295.544, 214088.648 512139.538, 214027.975 511961.465, 212502.4831 511607.2508, 211712.5239 511436.5338, 210230.546 511130.231, 210481.512 510034.988, 210748.808 509308.49, 210840.051 509228.616, 209927.083 506930.441, 209443.177 505692.326, 209674.9221 505228.2244, 209222.8487 504190.9447, 209019.388 503988.135, 208984.958 503834.646, 208360.9343 503753.0791, 209100.764 502526.155, 209357.1695 501729.5025, 209589.669 501450.388, 209981.81 501177.614, 210178.243 501150.873, 210205.532 500968.182, 210118.229 500878.121, 210214.626 500662.508, 209970.004 500527.312, 209694.844 500073.331, 209779.654 499783.701, 209713.062 499640.54, 209504.616 499519.745, 208692.494 499415.744, 208422.688 499098.695, 208270.371 499137.677, 207675.754 498799.315, 208207.336 498194.776, 208497.593 498141.966, 208735.203 498393.191, 209333.48 498152.077, 210289.024 498174.6248, 210429.092 498191.955, 211011.728 497775.292, 211224.5304 497744.3042, 212691.4 497879.92, 213323.1526 497693.1506, 213927.968 497586.577, 214848.0821 497225.8548, 215562.59 496969.566, 215603.64 495900.18, 216373.18 495790.68, 216356.3055 495383.595, 216533.37 494641.327, 216709.332 494527.781, 217197.593 494552.88, 217232.2732 494132.1897, 218041.74 494316.08, 218372 494213.46, 218601.4724 494047.418, 219022.8 493778.518, 219411.886 493397.94, 219607.293 493748.663)))",318449,M000100,None,170.0,GM0148
49,cbs_gemeente_2017_gegeneraliseerd.227652,GM0150,Deventer,2017GM0150,gemeente,"MULTIPOLYGON (((207894.3886 480215.8798, 206371.631 479799.6304, 205663.4959 479551.4118, 204889.715 479242.402, 204200.019 479095.587, 204091.068 479274.915, 203715.4101 479509.1732, 203958.966 478990.504, 204029.068 478512.232, 204420.184 478002.081, 204409.118 477238.793, 204488.222 476947.571, 205092.055 476254.933, 205222.996 475948.027, 205295.58 475409.711, 205536.32 475111.0771, 205716.506 475000.138, 205384.715 474566.576, 205301.034 473981.584, 206184.1142 473708.5943, 206639.784 473438.467, 207093.06 473637.416, 207327.277 473493.964, 207363.951 473213.186, 207178.1127 472994.7943, 206574.699 472534.837, 206544.836 472042.956, 206638.438 471774.712, 206934.733 471361.481, 207543.1925 471121.3998, 207827.203 471068.656, 207951.671 470959.375, 208076.593 470701.125, 207989.703 470323.687, 208089.218 470212.5, 208218.281 470248.937, 208391.961 470586.656, 208189.321 470767.457, 208031.786 471281.642, 208337.989 471205.247, 208375.84 471310.294, 208054.7362 471452.1847, 208223.336 471724.221, 208763.991 471926.737, 209330.851 472049.056, 209783.618 471541.306, 210668.7535 471559.0835, 211701.075 471271.055, 211538.534 471806.01, 211686.288 471795.689, 212067.176 471527.643, 212441.062 471631.968, 213125.491 471396.553, 213572.92 471478.95, 213996.66 471333.67, 214440.954 471380.365, 214686.2292 471581.7062, 214969.965 471377.067, 215274.911 471298.015, 215396.7 471294.85, 215382.7072 471460.955, 215858.63 471521.68, 216799.95 471809.52, 216862.81 471808.53, 216880.746 471663.108, 217153.7026 471604.2865, 217226.22 471218.93, 218762.38 471253.96, 219102.41 471406.07, 220009.08 471435.27, 219949.14 472443.67, 220495.63 472747.86, 220819.97 473062.49, 221906.137 473060.904, 222602.0281 473432.7882, 222927.658 473584.211, 222877.8728 473638.1375, 222873.909 473736.942, 222570.044 474040.343, 222458.15 474713.51, 222598.28 474767.66, 222588.58 474973.25, 222293.66 475232.18, 222150.29 475119.63, 220955.3227 476217.6534, 220842.45 476272.62, 220775.07 476130.175, 220639.343 476199.357, 220751.77 476374.1, 220711.17 476412.94, 219257.048 477428.73, 219174.2385 478436.062, 219069.67 479710.62, 217672.8784 479577.1917, 215026.782 479567.86, 214229.094 480114.481, 212819.202 481060.479, 212827.325 481657.56, 210798.7592 481749.3889, 210630.798 481621.374, 210547.195 481318.717, 210371.982 481187.566, 209739.647 481058.992, 209293.8345 481084.3612, 209165.097 481063.805, 209211.37 480402.348, 208305.876 480328.967, 207894.3886 480215.8798)))",338484,M000100,None,757.0,GM0150
50,cbs_gemeente_2017_gegeneraliseerd.227653,GM0153,Enschede,2017GM0153,gemeente,"MULTIPOLYGON (((263590.1439 471820.0877, 263498.515 471914.054, 263155.0519 472255.1095, 262849.126 472545.085, 262769.853 473194.866, 263207.907 474073.144, 263289.553 474558.89, 263123.8925 475657.4322, 262973.761 476650.238, 261595.859 477980.418, 261019.299 478459.352, 260895.485 478452.903, 259800.05 478408.439, 259154.007 478226.577, 259046.594 478595.775, 258683.392 478576.361, 257559.33 478197.295, 257390.573 478332.362, 257180.72 478286.569, 256865.539 478093.87, 256899.532 477842.979, 256640.27 477345.878, 256086.916 477138.326, 254179.827 477472.523, 253998.586 477504.587, 253596.2635 477142.5732, 254407.835 476395.462, 254403.194 476073.064, 254199.874 475778.443, 254371.16 474983.167, 253325.2995 474324.8462, 253140.5128 474136.0692, 252821.798 473811.338, 252753.3958 473514.9269, 252457.803 472226.694, 251674.02 472500.512, 250725.89 472832.259, 249752.7 473172.866, 249342.7389 472770.5791, 249327.6853 472755.6951, 249140.204 472576.312, 249409.472 471893.153, 248530.6535 470805.779, 248801.042 469991.783, 249268.78 469242.041, 249331.674 467890.743, 250016.0793 467151.5949, 250824.6369 466275.409, 252037.2151 465221.0092, 252621.899 465705.97, 253559.581 465740.694, 256439.792 464874.542, 257806.527 464736.151, 258878.81 465727.76, 258932.48 466295.94, 259250.12 466528.48, 260775.26 466717.5, 261966.04 467033.47, 262709.28 468198.23, 262690.8907 468424.2546, 263257.05 469501.28, 263468.62 469775.59, 263578.6434 470218.1389, 263826.965 470866.694, 263910.579 471491.924, 263590.1439 471820.0877)))",450360,M000100,None,1122.0,GM0153
51,cbs_gemeente_2017_gegeneraliseerd.227654,GM0158,Haaksbergen,2017GM0158,gemeente,"MULTIPOLYGON (((252037.2151 465221.0092, 250824.6369 466275.409, 250016.0793 467151.5949, 249331.674 467890.743, 249116.414 467979.3496, 245580.39 469519.74, 245054.256 468740.611, 244582.71 468379.47, 243642.8193 468478.9768, 243085.8295 468537.9465, 242823.734 468557.654, 241628.8 468073.944, 239605.4779 467472.0352, 239826.776 467295.448, 240292.732 467158.408, 240689.413 466645.034, 240869.047 466666.681, 241185.594 466156.189, 241039.354 465862.515, 241327.1945 465721.0927, 242899.7539 464863.8627, 243000.494 464677.854, 243067.798 464155.166, 242807.9446 463908.5619, 243021.703 463758.213, 242925.753 463267.474, 243054.004 463014.775, 243109.135 462402.346, 242994.008 462014.765, 242688.093 461656.117, 242316.2989 460983.8156, 243013.6521 460686.4349, 243367.993 460535.667, 244750.43 460292.781, 245428.5996 459993.0938, 246025.401 459728.033, 249058.1 459841.215, 249267.2514 459843.306, 253314.201 459881.793, 254726.397 460000, 255553.455 460155.823, 256227.679 460891.58, 256762.41 461273.277, 256745.499 461572.323, 257226.717 463864.913, 257265.945 464143.695, 257184.548 464146.671, 257806.527 464736.151, 256439.792 464874.542, 253559.581 465740.694, 252621.899 465705.97, 252037.2151 465221.0092)))",565919,M000100,None,232.0,GM0158
52,cbs_gemeente_2017_gegeneraliseerd.227655,GM0160,Hardenberg,2017GM0160,gemeente,"MULTIPOLYGON (((227089.7635 509595.2142, 228740.369 509586.627, 229666.285 509618.232, 230220.422 509913.114, 230766.91 510396.032, 231938.32 508711.61, 232283.2641 507727.0604, 232355.2862 507521.7753, 232494.56 507129, 232602.2 505925.86, 232763.87 505385.5, 232871.199 505198.087, 233231.648 504966.428, 233354.1214 504539.9188, 233646.89 503869.15, 234175.28 503395.9, 234380.51 503473.15, 234382.5 503833.58, 234552.37 504159.87, 234685.36 504211.58, 234959.4677 504077.1617, 235084.71 503912.08, 235006.58 503673.52, 234890.17 503625.25, 234680.27 503734.96, 234610.84 503641.55, 234704.4 503448.46, 235056.17 503310, 235467.28 502946.483, 235497.4056 502929.7861, 235904.4404 502648.7627, 236525.028 502224.117, 236570.7017 502191.1019, 238018.331 501230.733, 237061.735 499860.135, 237464.942 499765.565, 238189.7084 498383.5611, 238307.824 498259.53, 238534.864 498668.033, 238932.2471 498901.1013, 239222.821 499176.415, 239527.867 498974.441, 239824.854 498943.704, 240160.484 499108.074, 240223.7848 498918.0446, 240768.812 499120.628, 240869.737 499352.412, 240615.712 499732.739, 241091.291 500197.464, 241029.604 500774.504, 241663.3961 501294.9592, 242067.166 501579.679, 242326.91 501433.666, 243726.76 500646.288, 244005.232 500648.109, 244455.921 504530, 243726.965 506037.795, 242737.37 508083.98, 242906.255 508072.248, 243872.9294 507852.8771, 245141.982 507605.973, 245452.878 508085.68, 245828.618 509222.234, 246335.817 509091.019, 246735.413 509129.379, 247584.524 508810.042, 248539.004 509125.675, 248532.7394 509328.0435, 248431.37 509412.197, 245234.7192 512060.4962, 245363.918 513143.701, 245525.349 513650.192, 245584.126 514295.363, 245757.58 514995.84, 245449.834 515596.073, 245145.505 515850.65, 244892.474 516198.357, 244564.14 516408.73, 244062.148 516339.713, 243945.304 516445.372, 243940.706 516568.723, 244182.817 517012.058, 244094.9941 517213.8131, 244301.054 517714.624, 244230.509 517865.993, 243934.663 517938.48, 244130.968 518111.258, 244405.1902 518736.1956, 243934.0267 518890.4303, 242872.2384 519222.2112, 240814.2881 520149.3009, 240206.3821 520428.6851, 239027.427 520970.177, 238009.613 521438.145, 237905.41 521412.8954, 237286.9538 521263.0035, 235753.945 520891.056, 233851.61 520428.424, 233491.0053 520243.1418, 232285.477 519169.476, 231251.923 518241.166, 231261.7485 518125.6192, 231568.2861 515197.4872, 231598.3643 514925.3311, 231626.698 514660.868, 231182.015 514605.167, 230667.23 514976.51, 230350.54 515075.32, 230014.68 515074.86, 229784.83 515198.01, 229267.68 515179.71, 229040.958 515075.145, 228869.108 515124.799, 228478.324 515779.501, 228314.5249 515822.9555, 227864.66 515652.42, 227644.12 514788.71, 227132.92 514615.53, 226461.8752 514760.4827, 226181.762 514917.808, 225944.89 515172.97, 225995.92 515408.68, 225776.92 515865.7, 225863.52 515937.67, 225692.94 516160.98, 225479.99 516137.76, 225365.25 515804.39, 224954.3 515479.32, 224827.25 515110.19, 224690.37 515064.42, 224407.228 515193.194, 224339.8117 515301.9111, 224231.316 515400.657, 224010.384 515284.757, 223929.706 514863.642, 223832.322 514785.919, 223671.113 514784.734, 223326.843 514951.462, 223168.929 514878.305, 223026.364 514592.762, 222614.802 514395.742, 222011.677 514826.401, 222033.443 515231.036, 221769.537 515594.77, 221901.9 515763.291, 221863.795 516074.949, 221482.195 516509.392, 221494.105 516898.953, 221122.259 517321.125, 221139.1851 517742.8994, 220800.446 518001.205, 220406.329 518124.984, 219714.734 518620.626, 219589.1379 518893.9166, 219444.771 519006.912, 219340.858 518940.922, 219057.781 519004.671, 218639.873 519438.692, 218534.539 519277.291, 218404.419 518692.583, 217801.1041 515989.0419, 217053.195 512568.672, 218176.11 512808.916, 218342.3708 512333.2482, 218438.504 512072.956, 221021.872 512032.194, 221870.0721 512014.0532, 223122.8 511995.128, 223650.2976 512027.4669, 223808.877 512020.294, 224318.578 510639.186, 224680.9233 509652.2044, 225518.1529 509794.6069, 225849.054 509767.957, 226358.06 509603.486, 226708.7454 509601.7664, 227089.7635 509595.2142)))",596850,M000100,None,193.0,GM0160
