,id,statcode,statnaam,jrstatcode,rubriek,geometry,Id,Measure,ValueAttribute,bevolkingsdichtheid,WijkenEnBuurten
208,cbs_gemeente_2017_gegeneraliseerd.227807,GM0603,Rijswijk,2017GM0603,gemeente,"MULTIPOLYGON (((81095.4812 451688.1555, 80721.72 451480.6639, 80641.0312 451514.8571, 80362.291 451389.071, 80189.15 451160.338, 79964.113 451091.742, 79790.0272 450928.6071, 79839.8573 450794.9182, 80302.0602 449592.5399, 80246.81 449572.46, 80448.639 449178.2695, 80665.8999 448753.92, 80896.063 448305.812, 81041.588 448023.539, 81543.9345 448388.5314, 81580.2738 448399.7801, 81710.934 448486.548, 82144.659 447691.201, 82442.171 447895.249, 82731.116 448092.3439, 83379.6268 448547.2083, 83650.4921 448732.9849, 83674.1079 448744.3533, 83910.3598 448913.0606, 84345.4393 449220.4047, 84326.5513 449236.964, 84353.064 449336.396, 84082.85 449653.11, 83855.18 450659, 83628.5844 450971.5783, 83598.063 451234.976, 83792.071 451502.669, 84010.0522 451602.1472, 84033.875 451703.366, 83496.485 452250.094, 83653.794 452537.28, 83449.6708 452840.9806, 83190.5845 453129.8153, 82851.3219 452892.7232, 82805.8534 452874.0541, 82517.2058 452642.1233, 82181.8401 452436.2468, 82088.5729 452460.5693, 81899.273 452350.088, 81931.201 452179.021, 81554.2423 451936.8673, 81095.4812 451688.1555)))",1115074,M000100,None,3632.0,GM0603
209,cbs_gemeente_2017_gegeneraliseerd.227808,GM0606,Schiedam,2017GM0606,gemeente,"MULTIPOLYGON (((84955.6957 436058.1817, 85034.335 435027.461, 85138.3224 435007.4031, 86500.01 434710.29, 86923.95 434767.23, 87725.3298 435046.446, 88001.781 435142.516, 87910.6349 435330.1435, 88143.474 435615.757, 87853.304 436203.581, 87771.202 436163.535, 87729.441 436220.869, 87699.712 436403.37, 87890.5323 436513.8176, 88007.4089 436610.9764, 88176.7208 436855.9354, 88206.5943 437003.1184, 88261.81 437327.5987, 88249.726 437622.759, 88129.2713 437636.0313, 87790.2742 438305.341, 87666.207 438565.07, 87733.414 439039.538, 88151.199 439233.707, 88327.796 439331.279, 88183.9004 439591.2795, 87867.667 439323.607, 87369.8232 439225.8709, 86673.51 440001.27, 86778.1029 440244.414, 86739.996 440317.498, 86379.4395 440152.4671, 85730.998 442144.763, 84643.156 441878.19, 84877.154 441245.734, 83744.006 440848.577, 84111.9668 440022.2272, 84128.231 439986.17, 84428.8853 439339.7015, 84513.0775 439081.1004, 84542.3297 438959.8307, 84565.0961 438846.3869, 84615.6013 438233.609, 84481.8669 437931.168, 84553.2233 437732.3279, 84715.439 437508.247, 84825.0217 436659.258, 84952.5627 436087.088, 84955.6957 436058.1817)))",1153255,M000100,None,4323.0,GM0606
210,cbs_gemeente_2017_gegeneraliseerd.227809,GM0610,Sliedrecht,2017GM0610,gemeente,"MULTIPOLYGON (((110496.2225 426153.8003, 111167.7357 426080.2779, 111600.896 425807.3215, 112178.6769 425454.5783, 113030.7092 425361.478, 113802.9853 425404.5599, 114337.6056 425558.9562, 115300.036 425717.366, 115300.041 425994.367, 114964.2551 426082.9366, 114848.1112 426212.7318, 114833.1496 426956.2862, 114770.613 428802.948, 114233.466 428654.005, 113752.855 428654.363, 113179.202 428846.259, 112328.732 428546.134, 111858.728 428537.811, 111513.491 428674.871, 110588.656 428242.939, 110501.997 428224.968, 110200.912 427470.4339, 110174.7656 427406.4202, 109958.0858 426856.4586, 109916.2965 426743.9968, 109665.204 426155.722, 110496.2225 426153.8003)))",1177870,M000100,None,1949.0,GM0610
211,cbs_gemeente_2017_gegeneraliseerd.227817,GM0627,Waddinxveen,2017GM0627,gemeente,"MULTIPOLYGON (((106023.99 448490.55, 105767 448537, 105575.259 448760.639, 106833.197 449316.236, 107235.9907 449592.2456, 107465.3944 449763.5208, 107780.981 450028.8003, 107844.5752 450079.779, 108265.46 450418.43, 108152.0776 450451.6942, 106981.757 450762.656, 106967.268 450844.278, 106309.489 450865.309, 106453.2895 451642.6867, 106478.456 451765.439, 105737.8 451802.648, 105788.5699 452149.0093, 105603.933 452392.105, 105387.976 452464.115, 105131.291 453117.477, 105074.9729 453108.4099, 104232.724 453146.4076, 103641.197 453212.656, 103603.6856 453567.6009, 103559.0529 454182.4179, 102766.647 454292.544, 102769.8818 454514.6013, 101516.3267 454594.9622, 101530.216 453313.09, 101594.251 453025.085, 101381.028 451647.781, 101742.4665 451386.6727, 101682.734 451178.946, 101427.637 451135.873, 101491.635 451056.121, 100372.835 449938.776, 100770.8338 449540.4334, 102666.829 447644.424, 103482.5592 447301.2092, 104288.746 448105.918, 104317.1392 448282.4369, 104609 448365, 104755 448327, 105281 448652, 105345.446 448431.423, 105593.331 448500, 105619.1821 448371.0474, 105590.288 448137.203, 105404.2309 447816.3397, 105413.567 447579.726, 105530.08 447424.09, 105799.4517 447600.9072, 106149.156 447940.153, 106581.54 448118.84, 106444.15 448320.45, 106023.99 448490.55)))",1397010,M000100,None,949.0,GM0627
212,cbs_gemeente_2017_gegeneraliseerd.227818,GM0629,Wassenaar,2017GM0629,gemeente,"MULTIPOLYGON (((82498.8175 458423.3189, 82770.441 458041.173, 82600.184 457862.56, 82723.561 457724.884, 82102.4689 457307.7525, 82377.5696 456908.4157, 83026 457213.449, 83339.311 457193.251, 83403.4403 457096.5595, 83502.103 457164.8758, 84524.3157 458001.5775, 84547.5701 457975.4423, 84848.4709 457556.8507, 84922.0454 457444.7721, 85481.565 456765.613, 86489.759 457633.11, 87456.846 458640.875, 88243.832 459617.333, 88298.6956 459777.6925, 88694.412 460091.146, 89286.517 460994.599, 90370.465 462327.07, 90265.8145 462790.5149, 90099.753 463211.734, 90213.604 463476.022, 89591.986 463793.425, 89227.2116 463886.6132, 88806.588 464239.147, 88669.473 464144.525, 88247.01 464375.354, 88101.942 465027.255, 87803.4714 464821.6872, 87738.1889 464922.1099, 87684.1664 464990.0881, 87494.665 465237.3603, 85727.8671 467021.4367, 84037.7393 464681.9614, 82426.1426 462544.1931, 80754.1846 460567.395, 82498.8175 458423.3189)))",1401301,M000100,None,509.0,GM0629
213,cbs_gemeente_2017_gegeneraliseerd.227819,GM0632,Woerden,2017GM0632,gemeente,"MULTIPOLYGON (((128564.012 454467.493, 128677.751 454478.581, 128805.706 455645.6295, 128067.626 455867.764, 128030.2632 456094.4234, 127734.967 457019.853, 126809.603 456919.324, 126650.365 457079.132, 126623.841 457249.717, 126816.259 457577.36, 126844.413 457822.784, 127080.759 457915.395, 127119.045 458307.695, 127000.448 458393.425, 126434.772 459440.414, 125818.762 460658.9953, 124645.34 460017.912, 124014.578 461264.055, 123268.3589 462227.526, 122559.657 461874.036, 122456.82 461891.82, 122427.31 463669.17, 122323.26 463852.76, 121128.562 463852.646, 119854.49 463225.58, 119902.18 461305.82, 119771.3223 461310.2314, 119629.683 461253.093, 119224.729 461148.832, 118581 461134.88, 118141.38 461376.72, 117712.91 461402.195, 117595.641 461616.98, 117373.159 461524.972, 117079.984 461961.405, 116984.1636 461951.312, 116615.882 461702.289, 116272.38 461679.12, 115699.54 461486.58, 115488.84 461299.94, 115309.86 460916.48, 115402.701 460567.054, 115332.596 460221.337, 114966.511 459810.835, 114675.06 459839.78, 114314.94 459678.06, 114243.54 459508.243, 116492.069 457817.482, 116441.618 457612.094, 116350.1164 457583.7635, 116362.578 456210.578, 116504.5355 454762.0646, 116563.468 454732.107, 116546.783 454189.015, 116845.501 454218.921, 117074.407 453969.706, 116781.0474 453320.1805, 117523.044 453542.095, 118524.7529 453525.3204, 119756.743 453508.865, 120839.113 453519.363, 121612.5003 453658.17, 121724.924 453686.559, 121970.5679 453649.7672, 122142.696 453833.792, 122619.1675 454084.3663, 123413.66 454510.962, 124084.195 454717.389, 125444.94 453654.351, 125501.2378 453149.0482, 126435.875 453331.922, 127260.793 453039.628, 128160.969 453298.778, 128414.897 453164.283, 128564.012 454467.493)))",1460413,M000100,None,577.0,GM0632
214,cbs_gemeente_2017_gegeneraliseerd.227820,GM0637,Zoetermeer,2017GM0637,gemeente,"MULTIPOLYGON (((88833.2612 452553.541, 88350.87 452572.42, 88800.301 451924.585, 89026.9201 451891.3388, 89893.7681 451755.573, 90750.979 451624.994, 91140.097 450544.182, 91221.509 450440.423, 91310.2322 450465.4565, 92122.888 450635.823, 92519.624 449647.702, 93801.309 449661.229, 94441.5878 449656.0914, 94609.502 449760.035, 94953.421 450194.4936, 95434.4978 450695.9776, 95684.0477 450917.2392, 96497.181 451576.172, 97229.098 451506.526, 97404.799 451672.626, 97533.6146 452157.9135, 98079.403 452874.321, 96484.347 454207.09, 96587.1723 454363.0092, 96520.9267 454486.2313, 96648.6166 454634.1687, 96247.364 454992.211, 96278.886 455039.532, 94891.413 456115.088, 94506.762 456482.741, 94203.989 456310.338, 94151.955 455949.581, 94044.066 455881.659, 93664.149 456128.029, 93715.821 455876.161, 92427.782 455614.99, 92516.113 455172.512, 91108.0129 454844.0853, 88731.408 453139.134, 88833.2612 452553.541)))",1497734,M000100,None,3616.0,GM0637
215,cbs_gemeente_2017_gegeneraliseerd.227821,GM0638,Zoeterwoude,2017GM0638,gemeente,"MULTIPOLYGON (((96817.8034 461759.0821, 96381.0071 461862.4908, 96185.5753 462005.4408, 95962.307 462367.7786, 95920.634 462486.292, 95365.99 462192.05, 94997.387 461770.54, 95169.7883 461669.244, 94115.6984 460812.9689, 94018.3343 460734.7484, 93699.4325 460467.2765, 93386.878 460286.737, 92385.937 459364.337, 92243.085 459217.518, 93164.0161 457645.0893, 93551.22 457002.741, 93664.149 456128.029, 94044.066 455881.659, 94151.955 455949.581, 94203.989 456310.338, 94506.762 456482.741, 94891.413 456115.088, 96278.886 455039.532, 96552.031 455363.395, 96734.354 455416.415, 96714.544 457424.159, 96656.681 459435.506, 97106.3063 459274.698, 97181.106 459560.302, 97023.478 459598.575, 97344.8928 460445.1426, 97513.201 460790.758, 97575.445 461140.562, 97704.666 461281.52, 97626.1204 461375.31, 97736.177 461461.645, 97315.81 461728.091, 96817.8034 461759.0821)))",1501083,M000100,None,394.0,GM0638
216,cbs_gemeente_2017_gegeneraliseerd.227822,GM0642,Zwijndrecht,2017GM0642,gemeente,"MULTIPOLYGON (((104890.17 427192.11, 104420.0907 427016.0622, 103932.0759 426832.6922, 103688.6999 426695.4296, 103300.624 426576.181, 102988.6184 426751.5638, 102279.6078 427171.6784, 101724.1109 427501.5978, 100758.289 428086.832, 100383.181 428263.69, 98763.549 429041.958, 98621.3341 428791.2672, 98257.9393 428360.817, 98011.573 428152.05, 97912.836 427841.6479, 97795.279 427582.077, 97539.25 427139.884, 97725.2601 426907.9891, 97923.0086 426383.5527, 98010.7624 425906.5952, 98423.1954 425230.7979, 98684.5856 425013.8094, 99308.0762 424681.5848, 99543.3561 424623.1094, 100493.272 424496.0518, 100559.7885 424479.1084, 102165.688 423851.993, 102922.992 423991.762, 103601.5472 424382.9585, 104027.1954 424775.5771, 104200.1132 425000.5885, 104217.3576 425022.3416, 104493.3964 425345.7421, 104612.5707 425462.9266, 104760.4691 425592.9627, 105084.6686 425849.6522, 105167.4694 425899.5015, 105440.9496 426015.2046, 105647.0112 426046.4351, 105669.95 426047.15, 105569.6022 426372.5683, 105534.5739 426417.509, 105303.4423 426712.7461, 105009.372 427239.081, 104890.17 427192.11)))",1520408,M000100,None,2183.0,GM0642
217,cbs_gemeente_2017_gegeneraliseerd.227823,GM0654,Borsele,2017GM0654,gemeente,"MULTIPOLYGON (((41499.3598 391295.738, 39427.855 391660.133, 38244.392 391728.713, 37823.91 390791.08, 37793.307 390421.875, 37818.41 389614.86, 38061.43 389486.48, 38098.7006 389459.4935, 38248.066 389077.033, 38185.1509 388891.3048, 38629.9246 388233.5117, 38745.637 388176.002, 39140.4611 388664.4416, 39270.047 388461.1608, 38974.1127 388061.9676, 38780.7278 387388.0989, 38451.2011 386400.2544, 38425.3848 386286.2833, 38870.1588 386417.4831, 39528.9989 386770.0789, 39640.4438 386569.8798, 38601.7264 385968.8578, 39190.8193 385364.4846, 39200.8779 385221.718, 39036.2304 385049.1955, 38980.5155 385025.7288, 38430.5926 385504.6133, 37950.5513 384978.064, 37822.7384 385152.224, 38199.1725 385685.522, 38036.6343 385947.7341, 37463.518 385447.215, 37893.524 384941.96, 38249.799 384245.552, 38662.5348 383673.5077, 38920.1857 383385.113, 38801.724 383316.339, 39003.367 383281.6045, 39101.4364 383171.8291, 39210.3902 382571.784, 39088.0063 382525.2781, 39268.8885 382557.6225, 39403.9841 381970.9138, 39592.3448 381805.9468, 39681.4777 381729.9029, 39810.823 381675.3804, 40161.5343 381530.772, 40551.7338 381495.2093, 41146.8083 381823.25, 41474.0088 381897.3781, 42125.2504 381416.4113, 42915.4825 381370.3943, 43019.0134 381250.1674, 42868.517 380818.622, 43823.8999 380180.7165, 43910.0938 379981.5721, 44417.0423 379634.9934, 45382.1291 378573.823, 45674.2958 378594.0452, 45907.3045 378655.6942, 46866.775 378786.8616, 47951.9071 379045.8725, 48266.9808 379145.1215, 48580.4109 379122.6948, 48770.6676 379230.6373, 49022.2713 379586.8771, 49435.6311 379738.4469, 49848.9569 379776.1913, 51059.0293 379328.8495, 51544.2079 379481.6488, 51837.872 380424.818, 52123.4368 380993.2128, 52126.1568 381178.8686, 52359.8241 381600.381, 52371.4549 381807.9784, 52550.1406 381968.3461, 52578.9163 382284.6626, 52692.8131 382342.424, 52681.6029 382143.015, 52748.4894 382416.6687, 52814.8359 382701.3108, 52896.9999 383060.5879, 53381.6951 383836.739, 53363.2244 384215.3019, 53488.02 384145.118, 53218.8401 384432.5873, 53084.795 384975.8913, 53383.1939 385078.1128, 53309.5258 385439.173, 53199.3168 385576.9853, 53396.3816 385734.3964, 53441.232 386073.619, 53626.411 386538.033, 52783.9037 387070.6476, 52550.8827 387352.557, 52287.492 387584.567, 52210.175 387753.415, 52553.187 388544.066, 52585.85 388821.41, 51934.79 388887.3, 51544.5023 388927.4164, 50333.825 389077.33, 49895.7 388978.75, 49693.6 389081.35, 49591.771 389266.647, 48600.62 389480, 48254.38 389454.43, 47821.8 389593.75, 47060.93 389604.3, 46370.9886 389438.4428, 46014.6026 389386.8289, 45501.9612 389412.2566, 44870.69 389653.09, 44370.8645 390050.2136, 43412.924 390864.663, 42532.79 391175.69, 41564.8564 391284.5213, 41499.3598 391295.738)), ((38216.4692 388223.8248, 37971.5125 388658.5079, 37479.119 388258.448, 37671.947 388095.73, 38216.4692 388223.8248)))",254614,M000100,None,160.0,GM0654
218,cbs_gemeente_2017_gegeneraliseerd.227824,GM0664,Goes,2017GM0664,gemeente,"MULTIPOLYGON (((42532.79 391175.69, 43412.924 390864.663, 44370.8645 390050.2136, 44870.69 389653.09, 45501.9612 389412.2566, 46014.6026 389386.8289, 46370.9886 389438.4428, 47060.93 389604.3, 47821.8 389593.75, 48254.38 389454.43, 48600.62 389480, 49591.771 389266.647, 49693.6 389081.35, 49895.7 388978.75, 50333.825 389077.33, 51544.5023 388927.4164, 51934.79 388887.3, 52585.85 388821.41, 52860.423 389096.076, 52749.3 389450.8, 53160 389588, 53207 389512.8, 53422.301 389585.313, 53487.145 390156.707, 53513.34 390221.22, 54521.78 390353.17, 54763.2901 390794.6102, 55627.04 391446.61, 56046.8609 391655.5188, 56281.58 391791.22, 56192.61 393366.9, 56511.74 393958, 56648.85 393917.53, 56731.8304 394147.4222, 56750.3323 394232.6692, 55785.42 394506.052, 55461.1626 394322.6778, 55205.8578 394298.8279, 54834.8549 394018.8914, 54603.6334 393940.1588, 53832.6925 395177.3883, 53655.2688 395308.9938, 53934.8424 395397.3124, 53732.4446 396044.1018, 53590.5439 396074.6271, 53545.2758 396019.4511, 53126.8104 396027.6698, 52717.2495 396228.0258, 52313.1791 396008.0473, 51925.6469 396014.8638, 51856.1813 395834.1146, 51678.2255 395740.0206, 51233.527 395770.3103, 50890.0421 395943.9991, 49597.6983 395662.3771, 49534.7555 395848.8628, 49494.0569 395841.1865, 49413.2721 395825.7035, 49461.4758 395608.7464, 49069.1384 395504.0021, 48305.4173 395639.3863, 48066.1876 395861.9003, 48027.5243 396142.5671, 47389.2821 396527.302, 46345.4145 396735.9165, 46317.3983 396422.6335, 46090.7033 396634.7223, 46081.738 396731.771, 46048.571 396715.372, 45893.3526 396638.6255, 45867.702 396625.943, 45600 396470, 45215.6295 396252.7384, 44989.4395 396006.0458, 44373.3914 395889.9971, 43578.8558 396091.2409, 42611.0433 396126.4738, 42819.7465 396263.8658, 42709.4373 396363.5371, 42739.7215 396450.2245, 42377.1703 396412.8109, 41673.3546 396664.0286, 41484.153 396533.6495, 41409.6369 396299.4896, 41057.7843 396326.2228, 40420.482 395888.107, 40189.0749 395649.2639, 40151.814 395368.6473, 39794.1005 394790.2801, 39658.8885 394285.4155, 39722.3673 394175.1722, 39870.2286 394140.9065, 39903.255 394118.324, 39929.3726 394100.4652, 40607.66 393637.276, 40739.728 393458.4, 41154.94 393264.554, 41026.088 392779.954, 38641.754 392194.186, 38616.121 391833.033, 38252.348 391858.844, 38244.392 391728.713, 39427.855 391660.133, 41499.3598 391295.738, 41564.8564 391284.5213, 42532.79 391175.69)), ((42788.0063 397183.3323, 41961.7604 396955.7043, 41888.7645 396874.0866, 42159.1564 396677.4135, 42947.6173 396564.2513, 42989.6991 396619.9073, 42843.2734 396860.6513, 42788.0063 397183.3323)), ((42961.072 397063.3853, 42889.685 396951.6436, 43230.5111 396697.9133, 43350.5793 396652.255, 43415.6335 396750.8505, 42961.072 397063.3853)))",508414,M000100,None,403.0,GM0664
219,cbs_gemeente_2017_gegeneraliseerd.227825,GM0668,West Maas en Waal,2017GM0668,gemeente,"MULTIPOLYGON (((166019.0511 433305.3607, 165734.037 433331.3806, 165484.825 433704.666, 164897.597 433662.298, 164922.985 434036.153, 164359.9344 433772.5569, 163386.762 433487.238, 162584.9375 433396.6259, 161123.683 433459.471, 160281.156 433389.988, 159559.701 433214.443, 158978.185 432854.1229, 158363.2448 432276.8994, 158272.0442 432172.8746, 158177.0711 432057.9944, 157464.114 430875.114, 156931.359 429247.974, 156512.362 428371.461, 155925.663 427674.285, 156250.068 427339.9699, 156456.086 426743.013, 156917.436 426268.157, 157000.785 426003.666, 156908.632 425853.477, 157142.2193 425549.5938, 157500 425018, 157900 424750, 158600 424566, 159328.4538 424565.8451, 160391.4024 424748.6787, 160900 425020, 161171.8313 425371.9099, 161375 426200, 161524 426500, 161800 426761, 162099.1125 426883.7515, 162500 426895, 163000 426691, 163333 426400, 163757 425800, 164000 425638, 164700 425550, 165230.6554 425340.1128, 165600 425310, 165900 425436, 166130 425700, 166263.6917 426077.1608, 166371.2867 426275.1202, 166779.125 426559.104, 167392.2116 426591.0779, 168059.476 426631.4897, 168900 426808, 169529.764 426626.201, 169637.503 426745.466, 169893.327 426658.805, 170280.716 426950.667, 170291.471 427241.312, 170123.807 427477.935, 170344.438 427543.643, 169565.185 427716.029, 169526.158 427906.208, 168632.787 427853.849, 168600.0658 428126.5, 168355.533 429173.932, 168624.703 429847.08, 168184.933 430101.799, 168091.942 430687.018, 166425.5793 430465.7333, 166472.429 431327.087, 166787.679 431339.916, 166917.023 431848.15, 167478.409 432015.728, 167543.91 432370.171, 167466.227 432451.038, 167379.486 432536.796, 167340.265 432839.409, 167546.954 432940.422, 167686.062 432836.218, 168064.5052 433785.6268, 166646.275 433371.9956, 166019.0511 433305.3607)))",1417020,M000100,None,244.0,GM0668
220,cbs_gemeente_2017_gegeneraliseerd.227828,GM0687,Middelburg,2017GM0687,gemeente,"MULTIPOLYGON (((32082.137 389125.602, 32330.172 388884.195, 32895.651 389451.89, 33399.4237 388993.7869, 34200.791 388187.3, 34686.43 388006.972, 35100.6882 388005.7674, 35518.353 388160.521, 37247.97 389231.36, 37696.91 389430.345, 38061.43 389486.48, 37818.41 389614.86, 37793.307 390421.875, 37823.91 390791.08, 38244.392 391728.713, 38252.348 391858.844, 38616.121 391833.033, 38641.754 392194.186, 41026.088 392779.954, 41154.94 393264.554, 40739.728 393458.4, 40607.66 393637.276, 39929.3726 394100.4652, 39929.1935 394024.6668, 39733.3433 394065.4881, 39572.2883 393987.4339, 39565.6475 393739.0618, 39339.8745 393915.5813, 38935.4643 393603.743, 38690.0528 393412.5163, 38241.164 393282.7858, 38490.8885 392953.4664, 38857.4561 392980.5946, 38638.0076 392867.9679, 38127.8799 392854.8165, 38370.5765 392443.5764, 38090.8058 392791.3868, 38124.5335 392641.2819, 38017.3521 392596.3524, 37937.6231 392752.4378, 37969.8477 392984.5737, 37041.3888 394162.3513, 36562.8277 395326.67, 35047.1087 393673.8095, 34893.522 393999.712, 33851.668 393750.392, 33377.729 393883.617, 33314.7039 394465.9375, 32803.733 394470.3084, 32174.173 394410.878, 32025.502 394999.463, 31920.08 395516.41, 31769.1017 395537.8023, 31252.173 395401.323, 31071.469 395448.048, 30290.421 395185.9163, 30346.36 394981.81, 30555.399 394828.989, 30739.1882 394132.9193, 29832.804 393840.868, 29859.1 393532.869, 29738.163 393516.159, 29757.85 393157.91, 29481.845 393054.37, 29767.454 392604.251, 29224.649 392413.039, 29280.534 392258.544, 29401.679 392194.94, 29509.4322 391768.4866, 29662.1379 391640.6567, 29848.916 391023.372, 29850.41 390657.82, 29604.71 390584.76, 29474.437 390444.345, 29694.776 389740.048, 29806.53 389753.04, 29950.473 389344.571, 30123.906 389396.508, 30336.08 389149.72, 30641.17 389087.428, 30721.8368 388933.3349, 30820.348 388882.562, 30977.321 389327.421, 31194.387 389204.817, 31452.7835 388905.0776, 32082.137 389125.602)), ((38077.2964 392946.4319, 38456.9218 392920.8698, 38225.4309 393160.2343, 37963.2903 393223.5853, 37912.169 393187.6278, 38077.2964 392946.4319)), ((39206.5818 394594.3384, 39154.5825 394630.3504, 38861.1993 394223.588, 38966.7048 394087.7594, 39139.8073 394150.4011, 39014.0313 394234.3013, 39206.5818 394594.3384)))",924070,M000100,None,991.0,GM0687
221,cbs_gemeente_2017_gegeneraliseerd.227829,GM0689,Giessenlanden,2017GM0689,gemeente,"MULTIPOLYGON (((125887.647 430419.071, 127176.229 429915.278, 127031.2043 429333.3174, 128068.694 429033.734, 128231.921 429372.037, 128202.497 429674.021, 127904.263 430316.377, 128042.3269 430439.7013, 128663.861 430002.617, 129403.21 430133.687, 130179.931 430066.325, 130215.816 430637.043, 129831.12 431222.203, 129946.634 432009.583, 130196.08 432659.71, 129974.399 432580.142, 128071.0198 431708.4194, 127980.4971 432149.8275, 128302.924 432911.248, 128068.073 433788.265, 128094.317 434313.958, 128005.8765 434937.7909, 127223.1987 434642.0559, 126858.5041 434485.4008, 126574.4138 434371.4596, 126519.085 434385.07, 126545.179 435547.613, 125889.0679 435887.9572, 125928.654 436203.539, 125343.667 436432.495, 124903.7271 438208.9542, 124769.826 438451.875, 124188.55 437924.454, 123903.377 437839.472, 123643.79 437388.511, 122842.0194 436819.506, 123381.102 434811.577, 123289.9335 434755.4455, 122226.5288 433368.2664, 121838.592 433159.704, 121069.1166 433097.5199, 121210.958 432529.264, 120076.169 432354.961, 119270.3534 431844.4913, 118528.068 431339.787, 118384.6781 431103.6042, 118314.553 431161.287, 117173.972 430384.284, 117787.5505 427395.3411, 117828.8838 427256.4635, 118048.244 427311.83, 118272.464 427193.863, 118868.595 427279.457, 119104.0663 427485.6457, 119207.067 427171.649, 120071.1673 427253.8118, 121194.5673 427648.924, 122100.8468 427914.152, 123136.985 428004.574, 123064.643 428081.892, 123411.111 428029.617, 123613.477 428091.508, 124029.93 428550.859, 124370.6299 428560.4849, 124088.2836 430658.1417, 125362.874 430199.9121, 125526.027 430567.416, 125887.647 430419.071)))",497038,M000100,None,230.0,GM0689
222,cbs_gemeente_2017_gegeneraliseerd.227837,GM0736,De Ronde Venen,2017GM0736,gemeente,"MULTIPOLYGON (((117779.1918 465992.5398, 117862.7769 465891.7974, 118628.036 465780.497, 119433.775 465130.173, 121128.562 463852.646, 122323.26 463852.76, 123624.8769 464437.313, 124141.287 465684.014, 124807.8 466500.912, 125003.2938 466496.577, 125169.845 467925.736, 125848.005 467830.611, 125888.679 468014.551, 126241.779 468073.822, 126366.862 468942.717, 126725.1352 470329.7512, 127371.841 470558.511, 127206.4856 471052.5412, 128186.66 471427.5411, 128109.713 471631.893, 128175.496 471666.408, 128397.9 471492.959, 128765.3368 471546.5374, 129029.187 471579.565, 129057.412 471582.924, 129582.501 474631.433, 130070 477246.5, 130059 479450, 129536.6082 479579.8785, 129131.445 479353.703, 128946.308 479003.552, 128843.978 478998.268, 128807.4041 478782.1408, 128711.915 478707.766, 128698.591 478373.682, 128416.695 477984.022, 127457.0887 478118.7475, 126660.3998 477449.177, 126363.3465 476922.577, 126267.0665 477057.4856, 126005.04 477000.52, 125904.383 476775.804, 125520.654 476787.686, 124664.172 476779.405, 124059.346 477084.59, 123553.6258 476956.0506, 123524.016 476774.77, 123749.546 475691.285, 123445.359 475556.68, 123375.194 475280.253, 122978.039 474958.807, 123007.384 474634.63, 122916.161 474413.047, 122475.684 473952.137, 122315.274 473956.935, 121938.743 474016.71, 121638.376 473766.584, 121139.793 474033.851, 120848.251 473768.148, 120552.429 474083.364, 120198.586 473979.149, 119947.695 473758.59, 119691.903 474041.651, 119593.733 473860.158, 118758.4809 473268.8142, 118676.026 473200.142, 118648.098 472814.077, 118424.8513 472804.5798, 118454.651 472539.694, 118388.689 472428.993, 118137.645 472555.688, 117814.455 472059.842, 117595.0376 472066.3952, 116838.22 471538.289, 116385.3651 471386.169, 116056 471292, 115843.685 471165.098, 115475.735 471147.168, 115248.995 471260.897, 115000 471139.893, 114509.342 471127.011, 114495.757 470774.428, 114665.736 470430.055, 115016.166 470115.648, 114961.936 469033.385, 115035.9447 468342.863, 115056.767 468262.704, 115788.4419 468329.816, 115766.6862 468314.132, 115800.308 468163.722, 115821.8405 468148.3952, 115865.122 468040.737, 116373.824 467703.261, 116450.588 467392.602, 117139.298 466738.692, 117388.909 466337.134, 117465.8149 466266.766, 117779.1918 465992.5398)))",1126255,M000100,None,428.0,GM0736
